GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
2.02009E+11,06/09/2020,Nigeria,Kurmari,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.02009E+11,07/09/2020,Nigeria,Okagwe,Unknown,1,4,Police,Sub-Saharan Africa,Armed Assault
2.02009E+11,06/09/2020,Nigeria,Igabi district,Fulani extremists (suspected),1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02009E+11,06/09/2020,Nigeria,Kauru district,Fulani extremists (suspected),1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02009E+11,06/09/2020,Nigeria,Giwa district,Fulani extremists (suspected),1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02009E+11,06/09/2020,Nigeria,Chikun district,Fulani extremists (suspected),1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02009E+11,06/09/2020,Nigeria,Kemara Rimi,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02009E+11,06/09/2020,Nigeria,Buda,Fulani extremists (suspected),3,Unknown,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.02009E+11,05/09/2020,Chad,Fouli,Boko Haram,3,8,Military,Sub-Saharan Africa,Bombing/Explosion
2.02009E+11,04/09/2020,Chad,Kouri,Unknown,3,2,Military,Sub-Saharan Africa,Armed Assault
2.02009E+11,01/09/2020,Nigeria,Idoani,Fulani extremists,2,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02009E+11,01/09/2020,Nigeria,Dalwa,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02009E+11,01/09/2020,Nigeria,Magumeri,Boko Haram,9,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02009E+11,01/09/2020,Nigeria,Garin Giwa,Boko Haram,10,0,Military,Sub-Saharan Africa,Unknown
2.02009E+11,01/09/2020,Cameroon,Bamenda,Unknown,1,0,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.02008E+11,01/09/2020,Cameroon,Kouyape,Boko Haram,5,7,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.02008E+11,31/08/2020,Cameroon,Talakachi,Boko Haram (suspected),1,3,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.02008E+11,29/08/2020,Nigeria,Opolo,Unknown,1,1,Government (General),Sub-Saharan Africa,Assassination
2.02008E+11,28/08/2020,Nigeria,Ifon,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,28/08/2020,Nigeria,Amu,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,27/08/2020,Cameroon,Ekok,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,27/08/2020,Nigeria,Juji,Unknown,2,0,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.02008E+11,27/08/2020,Nigeria,Maraban Rido,Fulani extremists (suspected),3,Unknown,"Police,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,27/08/2020,Nigeria,Mussine,Boko Haram,2,15,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.02008E+11,26/08/2020,Nigeria,Gwoza,Boko Haram,75,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.02008E+11,24/08/2020,Nigeria,Damba-Kasaya,"Fulani extremists (suspected),Boko Haram (suspected)",1,Unknown,"Educational Institution,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.02008E+11,23/08/2020,Nigeria,Umuhu Eha-Amufu,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,19/08/2020,Nigeria,Mainari,Boko Haram (suspected),5,6,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02008E+11,19/08/2020,Nigeria,Magumeri,Boko Haram,3,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.02008E+11,18/08/2020,Nigeria,Unguwan Gankon,Fulani extremists,2,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,18/08/2020,Nigeria,Gajibo,Boko Haram,5,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.02008E+11,18/08/2020,Nigeria,Kukawa,Boko Haram,11,2,"Military,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.02008E+11,17/08/2020,Nigeria,Magumeri,Boko Haram,3,0,"Military,Telecommunication,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,15/08/2020,Nigeria,Mashio,Boko Haram (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,14/08/2020,Cameroon,Yaounde,Unknown,0,2,Business,Sub-Saharan Africa,Bombing/Explosion
2.02008E+11,13/08/2020,Nigeria,Evwreni,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
2.02008E+11,13/08/2020,Nigeria,Baraza,Unknown,1,0,Government (General),Sub-Saharan Africa,"Assassination,Hostage Taking (Kidnapping)"
2.02008E+11,13/08/2020,Cameroon,Pendamboko,Ambazonia Restoration Forces (ARF),1,Unknown,Business,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.02008E+11,12/08/2020,Niger,Gueskerou,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,09/08/2020,Cameroon,Bamenda,Separatists,1,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,11/08/2020,Niger,Gueskerou,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,11/08/2020,Cameroon,Ngoketunjia district,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.02008E+11,11/08/2020,Cameroon,Muyuka,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,10/08/2020,Nigeria,Edikwu,Unknown,13,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,09/08/2020,Niger,Koure,Islamic State in the Greater Sahara (ISGS),8,0,NGO,Sub-Saharan Africa,Armed Assault
2.02008E+11,07/08/2020,Cameroon,Batibo,Separatists,1,0,NGO,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,06/08/2020,Nigeria,Magamiya,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",5,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,06/08/2020,Nigeria,Kurmin-Masara,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,06/08/2020,Nigeria,Atak Mawei,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",12,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,05/08/2020,Ghana,Accra,Unknown,0,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.02008E+11,05/08/2020,Nigeria,Kibori,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",7,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,05/08/2020,Nigeria,Apyiashyim,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",6,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02008E+11,03/08/2020,Cameroon,Bamenda,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02008E+11,03/08/2020,Nigeria,Washo,Fulani extremists (suspected),1,0,Journalists & Media,Sub-Saharan Africa,Assassination
2.02008E+11,02/08/2020,Nigeria,Kafan Ruwa,Unknown,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.02008E+11,02/08/2020,Cameroon,Nguetchewe,Boko Haram,19,16,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.02007E+11,31/07/2020,Cameroon,Santa,Separatists,3,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.02007E+11,31/07/2020,Chad,Tinana,Boko Haram,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,30/07/2020,Nigeria,Gindi Akwati,Fulani extremists (suspected),1,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,30/07/2020,Cameroon,Bamenda,Unknown,0,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,30/07/2020,Nigeria,Maiduguri,Boko Haram,2,9,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,30/07/2020,Nigeria,Maiduguri,Boko Haram,1,9,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,30/07/2020,Nigeria,Maiduguri,Boko Haram,3,9,Business,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,29/07/2020,Nigeria,Baga,Boko Haram,0,3,Government (General),Sub-Saharan Africa,Assassination
2.02007E+11,28/07/2020,Cameroon,Bamenda,Separatists,1,2,Police,Sub-Saharan Africa,Armed Assault
2.02007E+11,27/07/2020,Nigeria,Dawusu,Unknown,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,25/07/2020,Nigeria,Zikpak,Fulani extremists (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,24/07/2020,Cameroon,Essoh-Attah,Red Dragons,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02007E+11,24/07/2020,Nigeria,Maraban Kagoro,Fulani extremists (suspected),3,3,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,24/07/2020,Nigeria,Ungwan Masara,Fulani extremists (suspected),3,3,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,24/07/2020,Nigeria,Zikpak,Fulani extremists (suspected),4,4,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,23/07/2020,Nigeria,Magumeri district,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.02007E+11,20/07/2020,Cameroon,Bamenda,Separatists,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02007E+11,20/07/2020,Nigeria,Gora,Fulani extremists (suspected),10,7,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,20/07/2020,Nigeria,Barakin Ladi,Unknown,1,4,Business,Sub-Saharan Africa,Armed Assault
2.02007E+11,19/07/2020,Nigeria,Jibia district,Unknown,23,2,Military,Sub-Saharan Africa,Armed Assault
2.02007E+11,19/07/2020,Nigeria,Kaura,Fulani extremists (suspected),Unknown,Unknown,Police,Sub-Saharan Africa,Facility/Infrastructure Attack
2.02007E+11,19/07/2020,Nigeria,Sabon Gari,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,19/07/2020,Nigeria,Manyii Kurum,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,19/07/2020,Nigeria,Kukum Daji,Fulani extremists (suspected),21,28,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,18/07/2020,Nigeria,Pemi,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02007E+11,18/07/2020,Nigeria,Kuburmbula,Boko Haram,2,10,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,14/07/2020,Nigeria,Kautikari,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.02007E+11,14/07/2020,Nigeria,Gudi,Fulani extremists,2,0,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.02007E+11,14/07/2020,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.02007E+11,13/07/2020,Nigeria,Kumala,Boko Haram,8,0,Military,Sub-Saharan Africa,Armed Assault
2.02007E+11,13/07/2020,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,13/07/2020,Nigeria,Auno,Boko Haram,2,0,Military,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,13/07/2020,Cameroon,Mmouck Leteh,Separatists,0,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02007E+11,12/07/2020,Nigeria,Ungwan Audu,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,11/07/2020,Nigeria,Kigudu,Fulani extremists,0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,11/07/2020,Nigeria,Kidugu,Fulani extremists,12,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,10/07/2020,Nigeria,Chibob,Fulani extremists,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,09/07/2020,Cameroon,Banga Bakundu,Separatists (suspected),1,0,NGO,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02007E+11,09/07/2020,Nigeria,Unknown,Unknown,2,0,Military,Sub-Saharan Africa,Armed Assault
2.02007E+11,08/07/2020,Chad,Kalama,Boko Haram,8,11,Military,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,07/07/2020,Nigeria,Bulabulin,Boko Haram,40,2,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02007E+11,07/07/2020,Nigeria,Gubio,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
2.02007E+11,06/07/2020,Nigeria,Mainok,Boko Haram,1,2,Military,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,05/07/2020,Nigeria,Kadarko,Fulani extremists,0,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02007E+11,04/07/2020,Nigeria,Konduga district,Boko Haram,22,Unknown,"Terrorists/Non-state Militia,Military",Sub-Saharan Africa,Unknown
2.02007E+11,02/07/2020,Cameroon,Yaounde,Separatists,0,20,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.02007E+11,02/07/2020,Nigeria,Damasak,Boko Haram,2,Unknown,Government (Diplomatic),Sub-Saharan Africa,Armed Assault
2.02007E+11,01/07/2020,Nigeria,Kautikari,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.02006E+11,30/06/2020,Nigeria,Tungushe,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,30/06/2020,Nigeria,Kautikari,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.02006E+11,27/06/2020,Nigeria,Bokko,Boko Haram,1,10,Military,Sub-Saharan Africa,Armed Assault
2.02006E+11,27/06/2020,Nigeria,Dogon Waye,Boko Haram,30,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.02006E+11,26/06/2020,Nigeria,Malaharam,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.02006E+11,26/06/2020,Nigeria,Isua-Akoko,Fulani extremists (suspected),Unknown,Unknown,Transportation,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,24/06/2020,Niger,Bossey Bangou,Muslim extremists,0,0,NGO,Sub-Saharan Africa,Hijacking
2.02006E+11,23/06/2020,Nigeria,Kautikari,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,22/06/2020,Cameroon,Sandaouadjiri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,22/06/2020,Cameroon,Mainankoua,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,21/06/2020,Cameroon,Yaounde,Unknown,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.02006E+11,21/06/2020,Cameroon,Yaounde,Unknown,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.02006E+11,21/06/2020,Nigeria,Buni Yadi,Boko Haram (suspected),0,1,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.02006E+11,20/06/2020,Nigeria,Ngudori,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,20/06/2020,Nigeria,Kelewa,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,20/06/2020,Nigeria,Moduri,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,17/06/2020,Nigeria,Kautikari,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,16/06/2020,Nigeria,Mbulabam,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,15/06/2020,Cameroon,Mamfe,Separatists,0,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,15/06/2020,Nigeria,Ombi,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,13/06/2020,Nigeria,Goni Usmanti,Boko Haram,40,7,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,13/06/2020,Nigeria,Monguno,Boko Haram,10,7,"Government (Diplomatic),Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,13/06/2020,Nigeria,Monguno,Boko Haram,10,7,Business,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,13/06/2020,Nigeria,Monguno,Boko Haram,10,8,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,13/06/2020,Nigeria,Monguno,Boko Haram,10,8,Police,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,10/06/2020,Nigeria,Unknown,Boko Haram (suspected),4,8,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02006E+11,09/06/2020,Nigeria,Kainyehu,Unknown,0,4,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.02006E+11,09/06/2020,Nigeria,Foduma Kolomaiya,Boko Haram,81,13,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,08/06/2020,Nigeria,Unknown,Boko Haram,3,0,"NGO,NGO,NGO",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,06/06/2020,Nigeria,Kaseyo,Fulani extremists,2,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.02006E+11,06/06/2020,Nigeria,Kponko,Fulani extremists,3,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.02006E+11,06/06/2020,Nigeria,Torkula,Fulani extremists,3,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.02006E+11,06/06/2020,Nigeria,Auno,Boko Haram,6,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,05/06/2020,Cameroon,Njikwa,Separatists,1,0,Police,Sub-Saharan Africa,Assassination
2.02006E+11,05/06/2020,Cameroon,Sagme,Boko Haram,4,1,"Private Citizens & Property,Military",Sub-Saharan Africa,Armed Assault
2.02006E+11,03/06/2020,Nigeria,Madagali district,Unknown,Unknown,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,03/06/2020,Nigeria,Anguwan Tudu,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.02006E+11,03/06/2020,Cameroon,Ndop,Separatists,4,Unknown,"Business,Military",Sub-Saharan Africa,Armed Assault
2.02006E+11,02/06/2020,Nigeria,Gasarwa,Boko Haram,4,Unknown,"Military,Police,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.02006E+11,01/06/2020,Nigeria,Mararaba,Unknown,2,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.02006E+11,01/06/2020,Cameroon,Otu,Separatists,5,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.02006E+11,01/06/2020,Nigeria,Damboa,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
